Accession;Organism_Name;SRA_Accession;Species;Genus;Family;Molecule_type;Length;Nuc_Completeness;Geo_Location;Host;Isolation_Source
NC_074595;ssRNA phage Zoerhiza.4_20;;Gredihovirus chorocola;Gredihovirus;Steitzviridae;RNA;4024;complete;USA;;
NC_074596;ssRNA phage Zoerhiza.4_3;;Gredihovirus chorohabitans;Gredihovirus;Steitzviridae;RNA;4266;complete;USA;;
NC_074597;ssRNA phage Zoerhiza.4_6;;Gredihovirus chorovivens;Gredihovirus;Steitzviridae;RNA;3919;complete;USA;;
NC_074598;ssRNA phage Gerhypos.2_35;;Gredihovirus chthonadaptatum;Gredihovirus;Steitzviridae;RNA;4463;complete;USA;;
NC_074599;ssRNA phage Gerhypos.2_39;;Gredihovirus chthonenecus;Gredihovirus;Steitzviridae;RNA;4287;complete;USA;;
NC_074600;ssRNA phage Gerhypos.2_37;;Gredihovirus chthonocola;Gredihovirus;Steitzviridae;RNA;4299;complete;USA;;
NC_074601;ssRNA phage Gerhypos.2_5;;Gredihovirus chthonohabitans;Gredihovirus;Steitzviridae;RNA;3951;complete;USA;;
NC_074602;ssRNA phage Gerhypos.3_12;;Gredihovirus chthonovicinum;Gredihovirus;Steitzviridae;RNA;3720;complete;USA;;
NC_074603;ssRNA phage Gerhypos.3_18;;Gredihovirus chthonovivens;Gredihovirus;Steitzviridae;RNA;4358;complete;USA;;
NC_074604;ssRNA phage Gephyllon.3_8;;Gredihovirus edaphadaptatum;Gredihovirus;Steitzviridae;RNA;3882;complete;USA;;
NC_074605;ssRNA phage Gephyllon.4_16;;Gredihovirus edaphenecus;Gredihovirus;Steitzviridae;RNA;4394;complete;USA;;
NC_074606;ssRNA phage Gephyllon.4_11;;Gredihovirus edaphocola;Gredihovirus;Steitzviridae;RNA;3958;complete;USA;;
NC_074607;ssRNA phage Gephyllon.4_19;;Gredihovirus edaphohabitans;Gredihovirus;Steitzviridae;RNA;3944;complete;USA;;
NC_074608;ssRNA phage Gephyllon.4_6;;Gredihovirus edaphovicinum;Gredihovirus;Steitzviridae;RNA;4417;complete;USA;;
NC_074609;ssRNA phage Gephyllon.4_8;;Gredihovirus edaphovivens;Gredihovirus;Steitzviridae;RNA;4183;complete;USA;;
NC_074610;ssRNA phage Gerhypos.3_4;;Gredihovirus geoadaptatum;Gredihovirus;Steitzviridae;RNA;4646;complete;USA;;
NC_074611;ssRNA phage Gerhypos.3_5;;Gredihovirus geocola;Gredihovirus;Steitzviridae;RNA;4348;complete;USA;;
NC_074612;ssRNA phage Gerhypos.3_6;;Gredihovirus geoenecus;Gredihovirus;Steitzviridae;RNA;4335;complete;USA;;
NC_074613;ssRNA phage Gerhypos.3_8;;Gredihovirus geovicinum;Gredihovirus;Steitzviridae;RNA;3941;complete;USA;;
NC_074614;ssRNA phage Gerhypos.4_1;;Gredihovirus geovivens;Gredihovirus;Steitzviridae;RNA;4067;complete;USA;;
NC_074615;ssRNA phage Zoerhiza.1_32;;Gredihovirus humenecus;Gredihovirus;Steitzviridae;RNA;3779;complete;USA;;
NC_074616;ssRNA phage Zoerhiza.1_30;;Gredihovirus humicola;Gredihovirus;Steitzviridae;RNA;3831;complete;USA;;
NC_074617;ssRNA phage Zoerhiza.2_1;;Gredihovirus humivicinum;Gredihovirus;Steitzviridae;RNA;4621;complete;USA;;
NC_074618;ssRNA phage Zoerhiza.2_12;;Gredihovirus humivivens;Gredihovirus;Steitzviridae;RNA;3402;complete;USA;;
NC_074619;ssRNA phage Esthiorhiza.4_15;;Gredihovirus neoagrihabitans;Gredihovirus;Steitzviridae;RNA;3836;complete;USA;;
NC_074620;ssRNA phage Esthiorhiza.4_5;;Gredihovirus neoagrivicinum;Gredihovirus;Steitzviridae;RNA;4158;complete;USA;;
NC_074621;ssRNA phage Esthiorhiza.4_7;;Gredihovirus neoagrivivens;Gredihovirus;Steitzviridae;RNA;3845;complete;USA;;
NC_074622;ssRNA phage Gephyllon.1_1;;Gredihovirus neochoradaptatum;Gredihovirus;Steitzviridae;RNA;4732;complete;USA;;
NC_074623;ssRNA phage Gephyllon.1_18;;Gredihovirus neochorenecus;Gredihovirus;Steitzviridae;RNA;3897;complete;USA;;
NC_074624;ssRNA phage Gephyllon.1_15;;Gredihovirus neochorocola;Gredihovirus;Steitzviridae;RNA;4074;complete;USA;;
NC_074625;ssRNA phage Gephyllon.1_3;;Gredihovirus neochorovicinum;Gredihovirus;Steitzviridae;RNA;4402;complete;USA;;
NC_074626;ssRNA phage Gephyllon.1_6;;Gredihovirus neochorovivens;Gredihovirus;Steitzviridae;RNA;3992;complete;USA;;
NC_074627;ssRNA phage Esthiorhiza.2_41;;Gredihovirus neohumadaptatum;Gredihovirus;Steitzviridae;RNA;4204;complete;USA;;
NC_074628;ssRNA phage Esthiorhiza.2_50;;Gredihovirus neohumenecus;Gredihovirus;Steitzviridae;RNA;4593;complete;USA;;
NC_074629;ssRNA phage Esthiorhiza.2_42;;Gredihovirus neohumicola;Gredihovirus;Steitzviridae;RNA;4382;complete;USA;;
NC_074630;ssRNA phage Esthiorhiza.3_1;;Gredihovirus neohumivicinum;Gredihovirus;Steitzviridae;RNA;3891;complete;USA;;
NC_074631;ssRNA phage Esthiorhiza.2_1;;Gredihovirus neotellurihabitans;Gredihovirus;Steitzviridae;RNA;4373;complete;USA;;
NC_055143;Rhizoctonia solani ourmia-like virus 1;;Rhizoctonia magoulivirus 1;Magoulivirus;Botourmiaviridae;ssRNA(+);2792;complete;USA;Rhizoctonia solani;
NC_055144;Sclerotinia sclerotiorum ourmia-like virus 1;;Sclerotinia scleroulivirus 1;Scleroulivirus;Botourmiaviridae;ssRNA(+);3180;complete;USA;Sclerotinia sclerotiorum;
NC_055145;Sclerotinia sclerotiorum ourmia-like virus 2;;Sclerotinia botoulivirus 2;Botoulivirus;Botourmiaviridae;ssRNA(+);2333;complete;USA;Sclerotinia sclerotiorum;
NC_055056;ssRNA phage LeviOr01;ERR1760497;Pepevirus spumicola;Pepevirus;Fiersviridae;ssRNA(+);3669;complete;;;
NC_055057;Leviviridae sp.;;Leviviridae sp.;;Fiersviridae;ssRNA(+);3776;complete;USA;Macaca mulatta;
NC_055058;Leviviridae sp.;;Leviviridae sp.;;Fiersviridae;ssRNA(+);3580;complete;USA;Macaca mulatta;
NC_043521;Soybean leaf-associated ourmiavirus 1;;Soybean scleroulivirus 1;Scleroulivirus;Botourmiaviridae;ssRNA(+);3010;complete;USA;;
NC_043522;Soybean leaf-associated ourmiavirus 2;;Soybean scleroulivirus 2;Scleroulivirus;Botourmiaviridae;ssRNA(+);1589;complete;USA;;
NC_043683;Magnaporthe oryzae ourmia-like virus;;Magnaporthe magoulivirus 1;Magoulivirus;Botourmiaviridae;ssRNA(+);2364;complete;;Pyricularia oryzae;
NC_040434;Sclerotinia sclerotiorum mitovirus 2;;Unuamitovirus scsc2;Unuamitovirus;Mitoviridae;ssRNA(+);2445;complete;USA;Sclerotinia sclerotiorum;
NC_040543;Chenopodium quinoa mitovirus 1;;Duamitovirus chqu1;Duamitovirus;Mitoviridae;ssRNA(+);2730;complete;Italy;Chenopodium quinoa;
NC_040559;Gigaspora margarita mitovirus 3;;Duamitovirus gima3;Duamitovirus;Mitoviridae;ssRNA(+);3387;complete;Italy;Gigaspora margarita;
NC_040560;Gigaspora margarita mitovirus 4;;Duamitovirus gima4;Duamitovirus;Mitoviridae;ssRNA(+);3389;complete;Italy;Gigaspora margarita;
NC_040563;Rhizoctonia mitovirus 1;;Rhizoctonia mitovirus 1;Mitovirus;Mitoviridae;ssRNA(+);2812;complete;China;Rhizoctonia solani;
NC_040571;Blechomonas maslovi narnavirus 1;;Blechomonas maslovi narnavirus 1;Narnavirus;Narnaviridae;ssRNA(+);2945;complete;Czech Republic;;
NC_040585;Rhizophagus irregularis mitovirus 1;;Duamitovirus rhir1;Duamitovirus;Mitoviridae;ssRNA(+);3601;complete;Canada;Rhizophagus irregularis;
NC_040641;Blechomonas wendygibsoni narnavirus 1;;Blechomonas wendygibsoni narnavirus 1;Narnavirus;Narnaviridae;ssRNA(+);2748;complete;Czech Republic;;
NC_040656;Rhizophagus sp. RF1 mitovirus;;Triamitovirus rhcl1;Triamitovirus;Mitoviridae;ssRNA(+);2895;complete;Japan:Hokkaido, Rankoshi;Rhizophagus;
NC_040661;Diatom colony associated ssRNA virus 2;DRR037362;Diatom colony associated ssRNA virus 2;;Narnaviridae;ssRNA(+);4586;complete;Japan:Tokyo bay;;
NC_040683;Penicillium digitatum narna-like virus 1;;Penicillium digitatum narna-like virus 1;;Narnaviridae;ssRNA(+);1702;complete;China;Penicillium digitatum;
NC_040702;Gigaspora margarita mitovirus 1;;Duamitovirus gima1;Duamitovirus;Mitoviridae;ssRNA(+);3243;complete;Italy;Gigaspora margarita;
NC_040726;Rhizophagus diaphanum mitovirus 2;;Rhizophagus diaphanum mitovirus 2;Mitovirus;Mitoviridae;ssRNA(+);4382;complete;Canada;Oehlia diaphana;
NC_040764;Leptomonas seymouri Narna-like virus 1;;Leptomonas seymouri Narna-like virus 1;;Narnaviridae;ssRNA(+);2914;complete;USA;;
NC_040765;Leptomonas seymouri Narna-like virus 1;;Leptomonas seymouri Narna-like virus 1;;Narnaviridae;ssRNA(+);1455;complete;USA;;
NC_040816;Gigaspora margarita mitovirus 2;;Duamitovirus gima2;Duamitovirus;Mitoviridae;ssRNA(+);3394;complete;Italy;Gigaspora margarita;
NC_040819;Leptosphaeria biglobosa mitovirus 1;;Unuamitovirus lebi1;Unuamitovirus;Mitoviridae;ssRNA(+);2568;complete;China;Plenodomus biglobosus;
NC_040829;Blechmonas luni narnavirus 1;;Blechmonas luni narnavirus 1;Narnavirus;Narnaviridae;ssRNA(+);2747;complete;Czech Republic;;
NC_040844;Rhizophagus diaphanum mitovirus 1;;Rhizophagus diaphanum mitovirus 1;Mitovirus;Mitoviridae;ssRNA(+);3554;complete;Canada;Oehlia diaphana;
NC_037054;Erysiphe necator mitovirus 1;;Erysiphe necator mitovirus 1;Mitovirus;Mitoviridae;ssRNA(+);2571;complete;USA;Erysiphe necator;
NC_037055;Erysiphe necator mitovirus 2;;Erysiphe necator mitovirus 2;Mitovirus;Mitoviridae;ssRNA(+);2581;complete;USA;Erysiphe necator;
NC_037056;Erysiphe necator mitovirus 3;;Erysiphe necator mitovirus 3;Mitovirus;Mitoviridae;ssRNA(+);2892;complete;USA;Erysiphe necator;
NC_035463;Ocimum basilicum RNA virus 2;;Ocimum basilicum RNA virus 2;Mitovirus;Mitoviridae;ssRNA(+);2784;complete;Italy;Ocimum basilicum;
NC_035114;Neofusicoccum luteum mitovirus 1;;Neofusicoccum luteum mitovirus 1;;Narnaviridae;ssRNA(+);2389;complete;Portugal;Neofusicoccum luteum;
NC_033729;Phomopsis longicolla RNA virus 1;;Phomosis penoulivirus;Penoulivirus;Botourmiaviridae;ssRNA(+);2822;complete;USA;Diaporthe longicolla;
NC_030861;Fusarium poae mitovirus 1;;Unuamitovirus fupo1;Unuamitovirus;Mitoviridae;ssRNA(+);2397;complete;Japan;Fusarium poae;
NC_030862;Fusarium poae mitovirus 2;;Unuamitovirus fupo2;Unuamitovirus;Mitoviridae;ssRNA(+);2414;complete;Japan;Fusarium poae;
NC_030863;Fusarium poae mitovirus 3;;Duamitovirus fupo3;Duamitovirus;Mitoviridae;ssRNA(+);2718;complete;Japan;Fusarium poae;
NC_030864;Fusarium poae mitovirus 4;;Duamitovirus fupo4;Duamitovirus;Mitoviridae;ssRNA(+);2387;complete;Japan;Fusarium poae;
NC_030865;Fusarium poae narnavirus 1;;Fusarium poae narnavirus 1;Narnavirus;Narnaviridae;ssRNA(+);2297;complete;Japan;Fusarium poae;
NC_030866;Fusarium poae narnavirus 2;;Fusarium poae narnavirus 2;Narnavirus;Narnaviridae;ssRNA(+);2054;complete;Japan;Fusarium poae;
NC_030747;Alternaria arborescens mitovirus 1;;Unuamitovirus alar1;Unuamitovirus;Mitoviridae;ssRNA(+);2506;complete;USA;Alternaria arborescens;
NC_030393;Cronartium ribicola mitovirus 1;;Unuamitovirus crri1;Unuamitovirus;Mitoviridae;ssRNA(+);2715;complete;Canada;Cronartium ribicola;
NC_030395;Cronartium ribicola mitovirus 2;;Unuamitovirus crri2;Unuamitovirus;Mitoviridae;ssRNA(+);2471;complete;Canada;Cronartium ribicola;
NC_030396;Cronartium ribicola mitovirus 3;;Unuamitovirus crri3;Unuamitovirus;Mitoviridae;ssRNA(+);2522;complete;Canada;Cronartium ribicola;
NC_030397;Cronartium ribicola mitovirus 4;;Unuamitovirus crri4;Unuamitovirus;Mitoviridae;ssRNA(+);2479;complete;Canada;Cronartium ribicola;
NC_030399;Cronartium ribicola mitovirus 5;;Unuamitovirus crri5;Unuamitovirus;Mitoviridae;ssRNA(+);2631;complete;Canada;Cronartium ribicola;
NC_030308;Phytomonas serpens narnavirus 1;;Phytomonas serpens narnavirus 1;Narnavirus;Narnaviridae;ssRNA(+);3782;complete;Brazil;;
NC_029991;Rhizoctonia oryzae-sativae mitovirus 1;;Rhizoctonia oryzae-sativae mitovirus 1;Mitovirus;Mitoviridae;ssRNA(+);3038;complete;China;Ceratorhiza oryzae-sativae;
NC_029782;Phytophthora infestans RNA virus 4;;Phytophthora infestans RNA virus 4;;Narnaviridae;ssRNA(+);2984;complete;USA: Florida;Phytophthora infestans;
NC_028902;Qubevirus faecium;;Qubevirus faecium;Qubevirus;Fiersviridae;ssRNA(+);4184;complete;USA;;
NC_028471;Botrytis cinerea mitovirus 2;;Unuamitovirus boci2;Unuamitovirus;Mitoviridae;ssRNA(+);2497;complete;Spain;Botrytis cinerea;
NC_028472;Botrytis cinerea mitovirus 3;;Duamitovirus boci3;Duamitovirus;Mitoviridae;ssRNA(+);2922;complete;Spain;Botrytis cinerea;
NC_028473;Grapevine associated narnavirus-1;;Grapevine associated narnavirus-1;Narnavirus;Narnaviridae;ssRNA(+);2733;complete;Spain;Botrytis cinerea;
NC_028474;Botrytis cinerea mitovirus 4;;Unuamitovirus boci4;Unuamitovirus;Mitoviridae;ssRNA(+);2768;complete;Spain;Bos grunniens;
NC_028475;Sclerotinia sclerotiorum mitovirus 3;;Duamitovirus scsc3;Duamitovirus;Mitoviridae;ssRNA(+);2617;complete;Spain;Bos grunniens;
NC_028476;Botrytis ourmia-like virus;;Botrytis botoulivirus;Botoulivirus;Botourmiaviridae;ssRNA(+);2903;complete;Spain;Botrytis cinerea;
NC_027921;Binucleate Rhizoctonia mitovirus K1;;Binucleate Rhizoctonia mitovirus K1;Mitovirus;Mitoviridae;ssRNA(+);2794;complete;Japan;Rhizoctonia;
NC_026621;Fusarium globosum mitovirus 1;;Unuamitovirus fugl1;Unuamitovirus;Mitoviridae;ssRNA(+);2414;complete;Japan;Fusarium globosum;
NC_026622;Fusarium coeruleum mitovirus 1;;Unuamitovirus fuco1;Unuamitovirus;Mitoviridae;ssRNA(+);2423;complete;Japan;Fusarium coeruleum;
NC_026510;Sclerotinia sclerotiorum mitovirus 1 HC025;;Unuamitovirus scsc1;Unuamitovirus;Mitoviridae;ssRNA(+);2530;complete;China;Sclerotinia sclerotiorum;
NC_023598;Sclerotinia sclerotiorum mitovirus 6;;Duamitovirus scsc6;Duamitovirus;Mitoviridae;ssRNA(+);2563;complete;USA;Sclerotinia sclerotiorum;
NC_019920;Enterobacteria phage C-1 INW-2012;;Cunavirus pretoriense;Cunavirus;Fiersviridae;ssRNA(+);3523;complete;;Enterobacteriaceae;
NC_019922;Enterobacteria phage Hgal1;;Hagavirus psychrophilum;Hagavirus;Fiersviridae;ssRNA(+);3562;complete;;Enterobacteriaceae;
NC_019707;Enterobacteria phage M;;Empivirus allolyticum;Empivirus;Fiersviridae;ssRNA(+);3405;complete;;Escherichia coli J53;
NC_019453;Caulobacter phage phiCb5;;Cebevirus halophobicum;Cebevirus;Steitzviridae;RNA;3762;complete;USA;Caulobacter vibrioides;
NC_017003;Clitocybe odora virus;;Duamitovirus clod1;Duamitovirus;Mitoviridae;ssRNA(+);3765;complete;;Clitocybe odora;fruiting body
NC_015629;Tuber aestivum mitovirus;;Duamitovirus tuae1;Duamitovirus;Mitoviridae;ssRNA(+);3480;complete;Hungary;Tuber aestivum;
NC_013111;Cassava virus C;;Cassava virus C;Ourmiavirus;Botourmiaviridae;ssRNA(+);2740;complete;Cote d'Ivoire;Manihot esculenta;
NC_013112;Cassava virus C;;Cassava virus C;Ourmiavirus;Botourmiaviridae;ssRNA(+);1137;complete;Cote d'Ivoire;Manihot esculenta;
NC_013113;Cassava virus C;;Cassava virus C;Ourmiavirus;Botourmiaviridae;ssRNA(+);958;complete;Cote d'Ivoire;Manihot esculenta;
NC_012585;Thielaviopsis basicola mitovirus;;Unuamitovirus thba1;Unuamitovirus;Mitoviridae;ssRNA(+);2896;complete;;Berkeleyomyces basicola;
NC_011372;Botrytis cinerea mitovirus 1;;Duamitovirus boci1;Duamitovirus;Mitoviridae;ssRNA(+);2804;complete;China;Botrytis cinerea;
NC_011065;Epirus cherry virus;;Epirus cherry virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);2769;complete;Greece;Prunus;
NC_011066;Epirus cherry virus;;Epirus cherry virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);1028;complete;Greece;Prunus;
NC_011067;Epirus cherry virus;;Epirus cherry virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);960;complete;Italy;Prunus;
NC_011068;Ourmia melon virus;;Ourmia melon virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);2814;complete;Iran;Cucurbitaceae;
NC_011069;Ourmia melon virus;;Ourmia melon virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);1064;complete;Iran;Cucurbitaceae;
NC_011070;Ourmia melon virus;;Ourmia melon virus;Ourmiavirus;Botourmiaviridae;ssRNA(+);974;complete;Iran;Cucurbitaceae;
NC_008294;Pseudomonas phage PRR1;;Perrunavirus olsenii;Perrunavirus;Fiersviridae;ssRNA(+);3573;complete;;Pseudomonas;
NC_006264;Gremmeniella abietina mitochondrial RNA virus S2;;Gremmeniella abietina mitochondrial RNA virus S2;Mitovirus;Mitoviridae;ssRNA(+);2587;complete;;Gremmeniella abietina;
NC_002700;Acinetobacter phage AP205;;Apeevirus quebecense;Apeevirus;Duinviridae;RNA;4268;complete;;Acinetobacter genomosp. 16BJ;
NC_004052;Ophiostoma mitovirus 4;;Unuamitovirus opno4;Unuamitovirus;Mitoviridae;ssRNA(+);2599;complete;;;
NC_004053;Ophiostoma mitovirus 5;;Unuamitovirus opno5;Unuamitovirus;Mitoviridae;ssRNA(+);2474;complete;;;
NC_004054;Ophiostoma mitovirus 6;;Unuamitovirus opno6;Unuamitovirus;Mitoviridae;ssRNA(+);2343;complete;;;
NC_004051;Saccharomyces 20S RNA narnavirus;;Saccharomyces 20S RNA narnavirus;Narnavirus;Narnaviridae;ssRNA(+);2514;complete;;;
NC_004050;Saccharomyces 23S RNA narnavirus;;Saccharomyces 23S RNA narnavirus;Narnavirus;Narnaviridae;ssRNA(+);2891;complete;;;
NC_004049;Ophiostoma mitovirus 3a;;Duamitovirus opno3a;Duamitovirus;Mitoviridae;ssRNA(+);2617;complete;;Ophiostoma novo-ulmi;
NC_001890;Escherichia phage Qbeta;;Qubevirus durum;Qubevirus;Fiersviridae;ssRNA(+);4215;complete;;Escherichia coli;
NC_001628;Pseudomonas phage PP7;;Pepevirus rubrum;Pepevirus;Fiersviridae;ssRNA(+);3588;complete;;Pseudomonas aeruginosa;
NC_004046;Cryphonectria parasitica mitovirus 1-NB631;;Duamitovirus crpa1;Duamitovirus;Mitoviridae;ssRNA(+);2728;complete;;;
NC_001417;Escherichia phage MS2;;Emesvirus zinderi;Emesvirus;Fiersviridae;ssRNA(+);3569;complete;;Escherichia;
NC_001426;Enterobacteria phage GA;;Emesvirus japonicum;Emesvirus;Fiersviridae;ssRNA(+);3466;complete;;Enterobacteriaceae;
NC_004301;Enterobacteria phage SP;;Qubevirus faecium;Qubevirus;Fiersviridae;ssRNA(+);4276;complete;;Enterobacteriaceae;
