Contig	T0-R-Dry-soil-A_sort TPM	T0-R-Dry-soil-B_sort TPM	T0-R-Dry-soil-C_sort TPM	T1-R-H218O-A_sort TPM	T1-R-H218O-B_sort TPM	T1-R-H218O-C_sort TPM	T1-R-H218O-P-A_sort TPM	T1-R-H218O-P-B_sort TPM	T1-R-H218O-P-C_sort TPM	T1-R-H2O-A_sort TPM	T1-R-H2O-B_sort TPM	T1-R-H2O-C_sort TPM	T1-R-H2O-P-A_sort TPM	T1-R-H2O-P-B_sort TPM	T1-R-H2O-P-C_sort TPM	T2-R-H218O-A_sort TPM	T2-R-H218O-B_sort TPM	T2-R-H218O-C_sort TPM	T2-R-H218O-P-A_sort TPM	T2-R-H218O-P-B_sort TPM	T2-R-H218O-P-C_sort TPM	T2-R-H2O-A_sort TPM	T2-R-H2O-B_sort TPM	T2-R-H2O-C_sort TPM	T2-R-H2O-P-A_sort TPM	T2-R-H2O-P-B_sort TPM	T2-R-H2O-P-C_sort TPM	T3-R-H218O-A_sort TPM	T3-R-H218O-B_sort TPM	T3-R-H218O-C_sort TPM	T3-R-H218O-P-A_sort TPM	T3-R-H218O-P-B_sort TPM	T3-R-H218O-P-C_sort TPM	T3-R-H2O-A_sort TPM	T3-R-H2O-B_sort TPM	T3-R-H2O-C_sort TPM	T3-R-H2O-P-A_sort TPM	T3-R-H2O-P-B_sort TPM	T3-R-H2O-P-C_sort TPM
T1-R-H2O-P-C_NODE_380_length_2070_cov_6.702351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_409_length_2035_cov_5.304481	0	0	245.3801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.45401	496.49896	0	158.387	0	0	0	0	0	0	0	0	0	0	0	0	306.985	0
T1-R-H2O-P-C_NODE_443_length_1994_cov_16.563703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_498_length_1943_cov_1.235043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_586_length_1871_cov_9.163333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_602_length_1856_cov_16.657143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_641_length_1828_cov_5.485487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135.63277	0	0	0	0	0	0	0	0	0	0	322.39658	0	0	0
T1-R-H2O-P-C_NODE_684_length_1796_cov_3.363478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_692_length_1789_cov_2.877765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_694_length_1787_cov_9.124126	0	3421.332	0	217.67477	0	0	0	0	0	0	0	0	0	0	1704.5917	521.06134	0	644.9392	0	0	0	0	0	0	0	0	0	0	704.4049	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_723_length_1762_cov_15.915435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869.62695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_728_length_1759_cov_19.868483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_790_length_1724_cov_23.152450	461.19955	498.9173	796.525	332.50623	0	0	0	0	0	0	0	251.9753	0	220.73018	813.8366	0	0	0	0	155.92801	112.99217	0	0	337.29822	0	0	0	0	0	0	103.15583	0	0	0	394.92584	0	0	0	0
T1-R-H2O-P-C_NODE_812_length_1714_cov_4.958612	0	0	247.63504	215.00116	311.15982	0	219.8822	579.7557	0	0	0	443.52917	0	485.6645	1410.9813	230.47105	533.1245	645.51086	0	725.3747	2149.905	677.72003	540.36005	0	318.23846	0	0	0	578.1493	513.9455	296.4504	781.07715	0	155.08344	521.36456	0	0	117.153465	464.4105
T1-R-H2O-P-C_NODE_876_length_1678_cov_40.848164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_894_length_1670_cov_4.375860	290.95786	0	418.61566	478.10944	0	0	707.8008	651.70013	0	0	0	0	0	0	1514.4854	608.25476	0	0	495.05923	603.6375	213.85048	314.66528	0	0	207.85097	0	0	355.91257	368.859	0	707.4067	515.3504	157.51152	0	637.02496	384.0371	480.94247	287.2403	1733.2606
T1-R-H2O-P-C_NODE_901_length_1666_cov_4.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1226_length_1532_cov_4.973990	864.99994	0	602.99945	0	0	687.96954	167.72997	277.9842	0	0	0	0	0	0	807.3782	0	0	0	696.3268	0	455.6317	0	0	0	0	0	141.43149	0	0	2012.5052	0	0	164.83186	0	611.0781	0	0	1019.44257	0
T1-R-H2O-P-C_NODE_1259_length_1517_cov_6.372752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248.86589	0	0	0	240.93161	0	0	326.82028	0	0
T1-R-H2O-P-C_NODE_1266_length_1514_cov_3.094248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1338_length_1492_cov_5.213934	0	0	0	0	0	887.1239	0	0	0	0	0	0	0	0	247.46979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1344_length_1491_cov_5.547887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1408_length_1470_cov_1.647605	0	1186.0641	0	0	0	0	0	0	0	0	0	0	0	0	351.64264	0	0	0	0	0	165.64499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1414_length_1469_cov_3.343348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1468_length_1457_cov_5.717172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633.5359	0	643.6667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1491_length_1451_cov_3.993478	0	0	0	0	0	0	0	0	0	324.56622	0	0	602.50745	229.47731	0	0	0	0	0	451.58417	0	304.97504	0	0	0	0	0	0	0	0	0	0	188.5362	0	0	334.48636	0	0	0
T1-R-H2O-P-C_NODE_1509_length_1448_cov_2.634713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254.98952	350.7544	0	0	0	0	0	0	0	0	0	0	149.63608	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1561_length_1433_cov_3.052863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425.13678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1593_length_1427_cov_5.612832	0	505.01218	0	989.9292	0	1752.0067	1200.4789	1475.6133	1439.4691	841.5637	0	0	0	1216.6841	1254.8988	0	1263.8429	1033.7826	1252.1685	0	455.0303	484.538	767.04504	830.0919	390.9304	678.1924	982.4821	2226.7788	2646.3318	690.8002	872.37805	0	324.42728	1490.1924	1446.2743	704.51776	611.48157	0	0
T1-R-H2O-P-C_NODE_1616_length_1422_cov_4.967432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337.5473	0	0	0	0	0	0	0	177.63284	0	252.81871	0	0	0	0	0	0	0	0	0	0	438.8245	0	0	0
T1-R-H2O-P-C_NODE_1617_length_1422_cov_4.054034	0	0	0	0	0	0	0	0	0	0	0	0	331.9891	234.15715	1051.5896	0	0	0	0	0	0	0	0	0	122.05046	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1644_length_1416_cov_2.329368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_1793_length_1377_cov_6.729709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697.1567	0	0	0	0	0	0	0	0	0	0	0	0	298.83054	0	0	599.6281	0	122.25736	0	0	0	0	842.5447	0
T1-R-H2O-P-C_NODE_2097_length_1319_cov_5.379006	251.17133	0	454.29773	434.60266	328.52838	0	0	322.87473	405.33325	0	0	0	0	0	1105.7147	427.84314	0	489.31262	0	433.08752	0	985.5188	398.96674	0	441.73703	0	0	641.27344	832.50757	381.6324	0	459.16016	0	529.0065	1032.3767	538.799	375.88058	296.01706	0
T1-R-H2O-P-C_NODE_2262_length_1294_cov_3.062142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_2354_length_1280_cov_3.674111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259.6111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_2444_length_1265_cov_2.760469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233.50177	0	0	0	0	0	0	0	0	0	0	0	141.05675	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_2536_length_1250_cov_15.084818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	886.1397	0	0	0	0	0	0	0	0	0	228.10162	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_2580_length_1244_cov_3.188406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593.60895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_2762_length_1220_cov_13.744996	0	0	532.0929	0	0	160.72726	224.66678	271.503	0	0	0	0	0	0	4252.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3159_length_1178_cov_3.682927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3189_length_1175_cov_5.025362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	235.67543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3292_length_1166_cov_3.040183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3315_length_1164_cov_4.254346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3322_length_1164_cov_2.574565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.180916	0	89.34829	0	0	0
T1-R-H2O-P-C_NODE_3551_length_1142_cov_7.217554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_3641_length_1136_cov_2.749296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_4095_length_1104_cov_2.584705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205.8558	0	0	0	247.03825	280.51602	577.2408	0	0	0	253.1374	0	152.48933	0	0	0	215.5594	80.83778	0
T1-R-H2O-P-C_NODE_4217_length_1095_cov_10.736328	0	0	0	0	0	0	0	302.4964	0	0	0	0	0	0	2225.4646	0	0	0	0	0	0	1919.6025	0	0	566.0654	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_4293_length_1089_cov_13.577603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_4589_length_1071_cov_3.970000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_4642_length_1067_cov_5.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_4759_length_1059_cov_10.912955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_5133_length_1038_cov_4.820062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102.6946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160.05118	0	0	0	0	0
T1-R-H2O-P-C_NODE_5265_length_1032_cov_3.415193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.66556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_5314_length_1029_cov_3.341336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_5496_length_1020_cov_4.207587	0	136.7461	0	0	130.7177	0	0	0	0	0	0	0	102.85151	0	289.58813	0	0	0	0	131.77446	0	271.15134	0	0	145.84505	0	112.46003	0	0	123.37568	0	0	41.26184	0	0	135.94952	0	0	0
T1-R-H2O-P-C_NODE_5577_length_1016_cov_3.849735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.7282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_5871_length_1002_cov_16.408163	0	0	0	0	0	0	0	0	0	0	0	0	139.59885	0	368.48773	0	0	0	0	0	0	0	0	0	173.20915	0	228.96077	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_6564_length_971_cov_4.346667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_6683_length_967_cov_2.695312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400.91614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7382_length_941_cov_1.643678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7425_length_939_cov_3.853687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7484_length_937_cov_3.189376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1429.1555	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7638_length_932_cov_10.049942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7785_length_928_cov_2.855309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_7971_length_921_cov_9.335294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_8048_length_919_cov_2.583726	192.2641	0	244.51251	0	0	0	0	0	0	0	0	0	0	0	341.50275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	867.25494	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_8052_length_919_cov_2.369104	0	455.3246	163.00833	222.77347	0	986.8374	0	772.3466	244.95035	230.6045	0	0	0	0	602.6522	0	0	0	0	0	229.63187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_8309_length_912_cov_2.441141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_8532_length_904_cov_33.242497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857.71246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_9154_length_888_cov_3.749082	0	0	0	0	0	110.409454	0	0	0	0	0	0	0	0	706.8493	0	0	0	0	340.56573	0	0	0	0	0	0	0	0	0	0	228.88086	0	0	0	335.44247	195.19778	0	0	0
T1-R-H2O-P-C_NODE_9756_length_873_cov_3.811721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.90967	0	0	0	0	0	0	0	0	0	85.20162	0	87.59783	0	0	0	0	0	0	0	0	0	0	115.00635	0
T1-R-H2O-P-C_NODE_10104_length_865_cov_3.712846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_10295_length_861_cov_1.259494	0	1673.9894	0	0	0	0	198.96439	0	0	0	0	0	0	0	257.29962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.23897	0	0	171.08575	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_10934_length_847_cov_1.949742	0	0	0	0	629.66705	0	0	0	0	0	0	0	0	0	610.289	0	0	707.5602	0	0	0	522.4546	621.2952	0	175.63403	0	0	0	0	0	464.92297	0	173.9136	0	401.91992	0	0	0	0
T1-R-H2O-P-C_NODE_11136_length_843_cov_2.106218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.8777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_11856_length_829_cov_3.001319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_12309_length_821_cov_1.178667	0	0	0	0	0	0	229.52394	0	0	0	0	0	0	0	359.7805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_14367_length_787_cov_3.452514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_14877_length_780_cov_3.455571	283.1581	0	384.11438	419.9566	0	0	263.5513	0	288.60168	301.888	328.31165	0	0	1006.2329	426.02866	144.69875	462.43716	0	0	689.28174	0	354.58246	431.7843	0	127.14706	347.40836	196.08421	0	0	645.3499	114.0003	0	0	468.5808	0	0	241.5369	0	0
T1-R-H2O-P-C_NODE_15496_length_772_cov_1.805991	0	0	0	185.635	0	0	0	0	0	0	0	0	0	0	191.30826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.75366	0	0
T1-R-H2O-P-C_NODE_15563_length_771_cov_2.317143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_16294_length_761_cov_2.578261	116.0911	0	0	0	0	0	0	0	0	0	0	0	0	0	242.59187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_16724_length_756_cov_2.944526	0	0	264.20563	0	0	0	0	0	0	0	0	0	0	0	708.1691	0	254.46284	0	0	0	0	0	417.64847	0	229.571	332.83456	185.45009	423.3432	389.69067	0	369.6609	210.81592	0	109.87649	225.1496	550.272	262.32086	206.58543	0
T1-R-H2O-P-C_NODE_16751_length_756_cov_1.474453	0	368.99762	0	0	0	0	226.59822	751.09686	0	0	0	0	0	0	341.87488	0	0	609.79156	0	0	0	0	0	0	0	0	0	2328.388	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_16796_length_755_cov_3.875731	146.26709	0	0	0	0	0	0	0	0	0	0	0	0	0	978.0789	0	127.399895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_18313_length_737_cov_3.115616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450.8851	306.2823	0	0	0	0	0	0	0	0	1951.1981	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_19400_length_726_cov_2.132824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101.71483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_20572_length_715_cov_1.358696	0	0	0	0	0	0	431.2658	0	0	0	0	0	0	0	284.01895	197.31648	0	0	0	0	113.51883	348.13535	353.27808	301.2182	208.05882	0	160.43262	0	0	0	159.89647	0	88.29455	92.941635	178.54521	218.1848	249.62679	109.215805	0
T1-R-H2O-P-C_NODE_21667_length_705_cov_1.686120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_24061_length_685_cov_4.268730	0	0	0	0	0	0	0	0	0	0	0	0	0	277.76556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_25012_length_678_cov_5.629325	0	0	0	0	0	0	0	0	0	0	0	240.26848	0	0	0	0	0	0	0	148.68356	0	0	0	0	511.96356	0	0	573.19916	316.01617	0	0	1316.3876	512.12146	0	659.0106	0	0	0	0
T1-R-H2O-P-C_NODE_27519_length_661_cov_4.427119	0	0	0	0	0	0	0	0	0	213.74222	0	0	0	0	363.08047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_28644_length_654_cov_4.490566	0	0	0	0	0	0	0	0	0	288.0402	0	0	0	0	564.56396	0	0	0	0	0	0	422.8965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_28965_length_652_cov_5.454389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_29218_length_651_cov_1.972414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.07875	0	0	0	0	0
T1-R-H2O-P-C_NODE_30013_length_646_cov_2.754783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142.8889	0	0	0	0	208.06497	0	0	0	0	95.950745	0	78.91932	283.10248	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_30747_length_642_cov_1.542907	0	0	505.57114	574.00604	0	0	0	0	0	0	0	0	0	0	603.8725	0	0	0	456.95108	0	0	430.8013	0	234.82849	77.23886	0	0	640.9494	375.45392	0	0	0	0	0	497.1177	701.9823	0	0	0
T1-R-H2O-P-C_NODE_31857_length_636_cov_2.224779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_33396_length_628_cov_3.533214	0	0	0	0	0	0	0	0	358.45422	0	0	0	194.89384	0	0	0	0	0	0	0	0	0	0	0	138.18132	0	0	0	0	0	0	0	0	211.63457	0	0	0	0	0
T1-R-H2O-P-C_NODE_35394_length_619_cov_1.892336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_38052_length_607_cov_2.576493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_38082_length_607_cov_1.916045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	425.79468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T1-R-H2O-P-C_NODE_38307_length_606_cov_1.786916	0	0	0	202.7018	440.03983	0	0	0	0	0	0	358.4202	0	0	487.42538	0	0	380.36502	0	0	107.14987	0	0	0	0	0	315.48196	0	0	0	0	0	0	0	0	114.41299	179.98848	0	0
T2-R-H218O-A_NODE_1_length_9007_cov_25.046553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2-R-H218O-A_NODE_3_length_7592_cov_33.979391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2-R-H218O-A_NODE_5_length_4652_cov_49.554682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2-R-H218O-A_NODE_6_length_4600_cov_7.245750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2-R-H218O-A_NODE_9_length_4386_cov_26.397914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
